COMUNE,FARMACIA,CL,INDIRIZZO,CAP,TELEFONO,PROVINCIA
PORTICELLO,Di Salvo Giovanna S.N.C.,U,"Via Chiesa, 3",90010,091-957336,Palermo
PRIZZI,Giordano Gioacchino,U,"Via Commenda, 2",90038,091-8345361,Palermo
PRIZZI,Gristina S.N.C.,U,"Piazza S. Francesco, 10",90038,091-8345153,Palermo
ROCCAMENA,Masseria Nadia Maura,R,"Via Umberto I, 82",90040,091-8465015,Palermo
ROCCAPALUMBA,Gambino Giustina,R,"Via Umberto I, 41",90020,091-8215095,Palermo
S.CRISTINA GELA,Santa Cristina S.N.C.,R,"Piazza Polizzi, 7",90030,091-8570078,Palermo
S.MAURO CASTELVERDE,Cannizzaro Mauro,R,"Via Mauro Leonarda, 1",90010,0921-674050,Palermo
SAN CIPIRELLO,Piazza Vito Martino,U,"Via Roma, 247",90040,091-8572672,Palermo
SAN GIUSEPPE JATO,Mannino Maria,U,"Via Umberto I, 177",90048,091-8572127,Palermo
SAN MARTINO DELLE SCALE,Macaluso Maria,R,"Piazza Semeria, 10",90010,091-6610372,Palermo
SAN NICOLA L’ARENA,Costagliola Giorgia,R,"Via Umberto, 147",90010,091-8125007,Palermo
SANTA FLAVIA,Ciancio Silva,U,"Via Filangeri, 138",90017,091-962979,Palermo
SCIARA,Ruffino Giovanni,R,"Via Roma, 44",90020,091-8994811,Palermo
SCILLATO,Eredi Romano Angela,R,"Via De Gasperi, 14",90020,0921-663106,Palermo
SCLAFANI BAGNI,Eredi Morreale Raimondo Maurizio,R,"Via San Biagio, 4",90020,0921-540729,Palermo
TERMINI IMERESE,Collurafici e La Duca S.N.C.,U,"Corso Umberto e Margherita, 11",90018,091-8141168,Palermo
TERMINI IMERESE,Curreri Caterina,U,Via Vittorio Emanuele,90018,091-8141920,Palermo
TERMINI IMERESE,Vittorio M.T. di Emanuela Panzeca,U,"Piazza Umberto, 21",90018,091-8141466,Palermo
TERMINI IMERESE,Giuffrè Maria Rosa,U,"Via Marconi, 6",90018,091-8141235,Palermo
TERMINI IMERESE,Modica S.N.C.,U,"Via L. Einaudi, 19",90018,091-8141197,Palermo
TERMINI IMERESE,Morreale Diega,U,"Via Torino, 2",90018,091-8143009,Palermo
TERMINI IMERESE,Morreale Tiziana,U,"Via Vittorio Emanuele, 54",90018,091-8141495,Palermo
TERRASINI,Lombardo Corrado,U,"Via Palermo, 6",90049,091-8681822,Palermo
TERRASINI,Del Duomo Dr.ssa A. Riccio SNC,U,"Piazza Duomo, 22",90049,091-8681800,Palermo
TORRETTA,Raccuglia Giuseppe,R,"Via Roma, 50",90040,091-8670227,Palermo
TRABIA,Tortorici Ivan,U,"Via E. Maiorana, 27",90019,091-8146207,Palermo
TRAPPETO,Gioia Paolo Vincenzo,U,"Via Mattarella, 1/A",90040,,Palermo
USTICA,Zattoni Maria Enrichetta,R,"Piazza Umberto I, 30",90010,091-8449382,Palermo
VALLEDOLMO,Penepinto Francesco Fortunato & C. S.N.C.,R,"Via Cadorna, 144",90029,0921-542045,Palermo
VENTIMIGLIA SICULA,Cimò Pietro,R,"Via Ugo La Malfa, 1/A",90020,091-8209585,Palermo
VICARI,Licari Giuseppe,R,"Via Cavour, 80",90020,091-8216018,Palermo
VILLABATE,Caporale Maria Luisa,U,"Via Giacomo Leopardi, 5",90039,,Palermo
VILLABATE,D'Anna Fabio,U,"Corso Vittorio Emanuele, 516",90039,091-490163,Palermo
VILLABATE,Ganguzza Giuseppe,U,"Corso Vittorio Emanuele, 236",90039,091-490066,Palermo
VILLABATE,Liotta Alessandra,U,"Viale Europa, 151",90039,091-6141767,Palermo
VILLAFRATI,Antica Caltabellotta di Pittaresi,R,"Via Sammarco, 56",90030,091-8201165,Palermo
VILLAGRAZIA DI CARINI,Giunta Sara,R,"Via Nazionale, 113/B",90040,091-8674202,Palermo
ACATE,Guarino Giovanna,U,"Via Adua, 123",97011,0932-990312,Ragusa
ACATE,Puglisi Giuseppe,U,"Via XX Settembre, 26",97011,0932-990177,Ragusa
CHIARAMONTE GULFI,Azzara e Garretto,U,"Corso Umberto, 76",97012,0932-928230,Ragusa
CHIARAMONTE GULFI,Incardona Luigi,U,"Via Montesano, 5",97012,0932-928024,Ragusa
CHIARAMONTE GULFI,Tavormina Girolamo,U,"Via Ettore Majorana, 6",97012,0932-928159,Ragusa
COMISO,Salvo Antonio Ferdinando,U,"Corso Vittorio Emanuele, 219",97013,0932-961079,Ragusa
COMISO-PEDALINO,Albani Gaetano,R,"Via XXV Luglio, 361",97010,0932-729294,Ragusa
COMISO,Amato SNC,U,"Via Gen. Girlando, 5/A",97013,0932-962152,Ragusa
COMISO,Bocchetti Elena,U,"Via Virgilio, 37",97013,0932-721842,Ragusa
COMISO,Puglisi Serafina,U,"Via S. Cechov, 52",97013,0932-961443,Ragusa
COMISO,Lauro Artemisia,U,"Corso Vittorio Emanuele, 270",97013,0932-961612,Ragusa
COMISO,Noto Giuseppe,U,"Corso Ho Chi Min, 14/E",97013,0932-961610,Ragusa
DONNALUCATA,Farmacia Criscione di Criscione G. & C.,R,"Via Regina Margherita, 10",97018,0932-937250,Ragusa
GIARRATANA,Lauretta Francesco,R,"Via A. Costa, 23",97010,0932-976003,Ragusa
ISPICA,Aquiletta Angelica,U,"Corso Umberto, 86",97014,0932-950006,Ragusa
ISPICA,Cassar Scalia di Corrado e Agata SNC,U,"Via G. Garibaldi, 23",97014,0932-951079,Ragusa
ISPICA,Farmacia Ispicinea,U,"Via Campania, 16",97014,0932-700089,Ragusa
ISPICA,Emmolo Andrea Fausto,U,"Via XX Settembre, 12",97014,0932-951184,Ragusa
MODICA,Farmacia Amore di Amore Raffaele & C.,U,"Via Sorda Sampieri, 5/A",97015,0932-943583,Ragusa
MODICA,Mantegna Pietro,U,"Piazza Rizzone, 36-38",97015,0932-941342,Ragusa
MODICA,Farmacia Guccione,U,"Corso Regina Elena, 8",97015,,Ragusa
MODICA,Farmacia del Mulino di M. Aprile & C.,U,"Via Roma, 52-54",97015,0932-762414,Ragusa
MODICA,Montalbano & Sgarlata,U,"Via R. Partigiana, 25",97015,0932-941408,Ragusa
MODICA,Floridia Antonio SNC,U,"Corso Umberto, 53",97015,0932-454810,Ragusa
MODICA,Roccasalva Sabina,U,"Via Nazionale, 310",97015,0932-945222,Ragusa
MODICA,Iaconinoto Antonietta,U,"Via Gerratana, 12-14-16",97015,0932-943746,Ragusa
MODICA,Farmacia Rizzone S.N.C.,U,"Via Risorgimento, 219",97015,0932-453313,Ragusa
MODICA,Schiavo Lena Francesco,U,"Via Sacro Cuore, 85",97015,0932-761841,Ragusa
MODICA,Traina Giuseppe,U,"C.P. Maria del Belgio, 9",97015,0932-941141,Ragusa
MODICA,Veninata Maria Luisa,U,"Via Nazario Sauro, 71",97015,,Ragusa
MODICA-FRIGINTINI,Vindigni Massimo,R,"Via Gianforma, 2",97010,0932-908010,Ragusa
MONTEROSSO ALMO,Nasca Antonino,R,"Via Vittorio Emanuele, 2",97010,0932-977291,Ragusa
POZZALLO,Farmacia Costa G. di Curcio & Figlie snc,U,"Via Giardina, 4",97016,0932-953223,Ragusa
POZZALLO,Losi Luigi,U,"Via Nino Bixio, 15",97016,0932-953281,Ragusa
POZZALLO,Quinta Farmacia,U,"Largo dei Vespri Siciliani, 2",97016,0932-956206,Ragusa
POZZALLO,Addario Angelo,U,"Via Torino, 47",97016,,Ragusa
RAGUSA,Farmacia Antoci di Antoci Carlo,U,"Viale dei Platani, 112",97100,0932-643070,Ragusa
POZZALLO,Scalia Carmela,U,"Piazza Rimembranza, 63",97016,0932-953265,Ragusa
RAGUSA,Aparo Giorgio,U,"Via Ettore Fieramosca, 172/A",97100,,Ragusa
RAGUSA,Basile di Basile Laura & C. S.N.C.,U,"Via Psaumida, 38",97100,0932-624638,Ragusa
RAGUSA-MARINA,Farmacie Schembari Riunite S.N.C.,R,"Via Dandolo, 13",97010,0932-239722,Ragusa
RAGUSA,Di Natale Emanuela,U,"Corso Vittorio Veneto, 122",97100,0932-621472,Ragusa
RAGUSA,Licitra Francesco,U,"Corso Italia, 303",97100,0932-622061,Ragusa
RAGUSA,Farmacia Guccione S.N.C.,U,"Via Carducci, 107",97100,0932-622852,Ragusa
RAGUSA,Matarazzo Biagio & Figli S.N.C.,U,"Viale delle Americhe, 71 e 71/A",97100,0932-622041,Ragusa
RAGUSA,Eredi Meli di Ros. Ed Elisa Giampiccolo,U,"Via Risorgimento, 89",97100,0932-621471,Ragusa
RAGUSA,Nicosia Emanuele,U,"Via Archimede, 95",97100,0932-622167,Ragusa
RAGUSA,Occhipinti Amato Rocco,U,"Via Archimede, 751",97100,0932-252122,Ragusa
RAGUSA,Ottaviano Concetta,U,"Via Orfanotrofio, 21",97100,0932-621673,Ragusa
RAGUSA,Ottaviano Emanuele,U,"Piazza Cappuccini, 28",97100,0932-621834,Ragusa
RAGUSA,Ottaviano Giovanni,U,"Via Paestum, 45-47",97100,0932-655080,Ragusa
RAGUSA,Sciveres Maria Concetta,U,"Via Archimede, 228",97100,0932-622329,Ragusa
RAGUSA,Parisi Francesco,U,"Viale Europa, 300",97100,0932-642930,Ragusa
RAGUSA,Farmacia Ecce Homo di Notararigo R.,U,"Corso Italia, 228",97100,0932-621605,Ragusa
SANTA CROCE CAMERINA,Carnazzo Maurizio,U,"Via Roma, 26",97017,0932-821377,Ragusa
SANTA CROCE CAMERINA,Farmacie Schembari Riunite S.N.C.,U,"Via A. Di Stefano, 2",97017,0932-911402,Ragusa
SCICLI,Sparacino & Maltese,U,"Via Duca D'Aosta, 22",97017,,Ragusa
SCICLI,Cartia Guglielmo,U,"Via Penna, 26",97018,0932-931746,Ragusa
SCICLI,Del Popolo di Ferro P. e Ferro E. SNC,U,"Piazza Busacca, 7",97018,0932-931025,Ragusa
SCICLI,Platania Antonio,U,"Via G. Garibaldi, 67",97018,0932-831484,Ragusa
SCICLI,Papaleo Filippo,U,"Via G. Marconi, 10",97018,0932-931241,Ragusa
SCICLI-CAVA D'ALIGA,Trovato Giovanni,R,"Viale della Pace, 135",97010,0932-851281,Ragusa
VITTORIA,Alessandrello Lucia Rita,U,"Via Roma, 161/C",97019,0932-981887,Ragusa
VITTORIA,Bianculli Luigi,U,"Via Milano, 123",97019,0932-981845,Ragusa
VITTORIA,Farmacia Calì di Mancuso Marta & C.,U,"Via G. Garibaldi, 30",97019,0932-991240,Ragusa
VITTORIA,Cannizzo Elsa Maria,U,"Via Cavour, 443",97019,0932-981464,Ragusa
VITTORIA,De Pasquale Giovanni & C. S.N.C.,U,"Via Cavour, 292",97019,0932-981685,Ragusa
VITTORIA,Ferraro Croce Enrico,U,"Via Neghelli, 81",97019,0932-981842,Ragusa
VITTORIA,Guastella Rosario,U,"Via Venusti, 39",97019,0932-981645,Ragusa
VITTORIA,Iacono Gaetana & Antonio S.N.C.,U,"Via Cavour, 133-135",97019,0932-981002,Ragusa
VITTORIA,Pelligra Riccardo,U,"Via Adua, 113",97019,0932-991244,Ragusa
VITTORIA,Farmacia Emaia di Lombardo & C.,U,"Via Garibaldi, 441",97019,0932-981483,Ragusa
VITTORIA,Spiteri Consolata Maria,U,"Via Cavour, 230/A",97019,0932-,Ragusa
VITTORIA,Mangione S.A.S. di Mangione G. & C.,U,"Via Garibaldi, 303",97019,0932-981108,Ragusa
VITTORIA,Vaccarello Roberto,U,"Via G. Cascino, 30/E",97019,0932-981803,Ragusa
VITTORIA-SCOGLITTI,Iacono Ivana,R,"Via Napoli, 106",97010,0932-980120,Ragusa
AUGUSTA,Agliotta Salvatrice,U,"Via G. Lavaggi, 100",96011,0931-512704,Siracusa
AUGUSTA,Ballerini Luisa,U,"Viale E. Corbino, 65",96011,0931-997007,Siracusa
AUGUSTA,Battaglini D./Passanisi O.,U,"Via Megara, 214",96011,0931-521778,Siracusa
AUGUSTA,Bruno Gaetana & C. SNC,U,"Via Principe Umberto, 84",96011,0931-521794,Siracusa
AUGUSTA,La Novara & Galletta - Centrale,U,"Via Garibaldi, 27",96011,0931-524727,Siracusa
AUGUSTA,Cicirata Clotilde Paradiso,U,"Via Risorgimento, 23",96011,0931-975788,Siracusa
AUGUSTA,Conigliaro della Dott.ssa Ferraguto,U,"Viale Italia, 143",96011,0931-991477,Siracusa
AUGUSTA,Di Vincenzo & Mazzaglia SNC,U,"Via Principe Umberto, 422",96011,0931-975922,Siracusa
AUGUSTA,Galardi Gianfranco,U,"Via Principe Umberto, 170",96011,0931-521901,Siracusa
AVOLA,Campisi Daniele & C. SNC,U,"Corso D'Agata, 143",96012,0931-832131,Siracusa
AVOLA,Cappellani Corrado,U,"Via Garibaldi, 67",96012,0931-832772,Siracusa
AVOLA,Caruso C. & Lombardo C. SNC,U,"Corso Vittorio Emanuele, 130",96012,0931-831257,Siracusa
AVOLA,Regina Elena Dr. Patanè & C. sas,U,"Via San Francesco D'Assisi, 21",96012,0931-821698,Siracusa
AVOLA,Galione Assunta,U,"Via Roma, 51",96012,0931-831056,Siracusa
AVOLA,Giampiccolo Concetta & C.,U,"Via Cavour, 51",96012,0931-578005,Siracusa
AVOLA,Mazzone Salvatore,U,"Via Beppe Fontana, 1",96012,0931-822911,Siracusa
AVOLA,Nicastro Carmelo,U,"Corso Vittorio Emanuele, 113",96012,0931-831618,Siracusa
BELVEDERE,Di Luca Mariangela,R,"Via Indipendenza, 22",96010,0931-744955,Siracusa
BRUCOLI,Vassallo R. & Sussiopulos A. SNC,R,"Via Canale, 44/A",96010,0931-981028,Siracusa
BUCCHERI,Ruffino Maria,R,"Via Umberto, 74",96010,0931-873225,Siracusa
BUSCEMI,Spinello Dott.ssa Gozzo G.,R,"Via Quattro Novembre, 26",96010,0931-878188,Siracusa
CANICATTINI BAGNI,Firrincieli Giuseppe & C. S.N.C.,U,"Via dei Vespri, 1",96010,0931-945033,Siracusa
CANICATTINI BAGNI,Trigilio Fulvio,U,"Via Vittorio Emanuele, 175",96010,0931-945208,Siracusa
CARLENTINI,Inserra Orazio & C. S.N.C.,U,"Via Cavour, 107",96013,095-991034,Siracusa
CARLENTINI,Sangiorgio & C. S.N.C.,U,"Via Raffaello, 150",96013,095-991030,Siracusa
CARLENTINI,Strazzeri Luigi,U,"Via Marconi, 71",96013,095-991314,Siracusa
CASSARO,Rizzarello Rosa,R,"Via Conciliazione, 20",96010,0931-877101,Siracusa
CASSIBILE,Li Destri Anna Maria,R,"Via Nazionale, 177",96010,0931-718533,Siracusa
FERLA,Zivillica Maria Giovanna,R,"Via Antonio Gramsci, 4",96010,0931-870158,Siracusa
FLORIDIA,Farmacia Arezzi,U,"Via Giusti, 129",96014,0931-941466,Siracusa
FLORIDIA,Brunetto Brubo e Figli SNC,U,"Via Ariosto, 5",96014,0931-941180,Siracusa
FLORIDIA,Gilberto Santina,U,"Via Enzo Giudice, 2/A",96014,0931-544358,Siracusa
FLORIDIA,Catania Giovanna,U,"Viale Vittorio Veneto, 216/220",96014,0931-941421,Siracusa
FLORIDIA,Giuliano Luca,U,"Via Vittorio Emanuele, 306",96014,0931-941542,Siracusa
FRANCOFONTE,Cocuzza Massimo & C. SNC,U,"Via A. Diaz, 6/C",96015,095-948897,Siracusa
FRANCOFONTE,Cocuzza di Battaglia Lucia,U,"Via E. Filiberto, 6",96015,095-948077,Siracusa
FRANCOFONTE,Cosentino Maurizio,U,"Via E. Filiberto, 213",96015,095-948660,Siracusa
FRANCOFONTE,Di Vita Mario,U,"Corso Vittorio Emanuele, 30",96015,095-948025,Siracusa
LENTINI,Astuto Donatella,U,"Via G. Garibaldi, 2",96016,095-941380,Siracusa
LENTINI,Favara Scatà Giuseppa,U,"Via Roma, 60",96016,095-941105,Siracusa
LENTINI,Inserra Andreana,U,"Via XX Settembre, 1",96016,095-941517,Siracusa
LENTINI,Lo Presti Elisabetta,U,"Via Conte Alaimo, 67",96016,095-941860,Siracusa
LENTINI,Messina Rosa,U,"Via Mazzini, 23",96016,095-7831225,Siracusa
LENTINI,Perrotta Gaetano,U,"Piazza dei Sofisti, 4",96016,095-902696,Siracusa
LENTINI,Sesto Micol - Cristo Re,U,"Via Termini, 27",96016,095-901522,Siracusa
LENTINI,Pollara Giuseppe,U,"Via Gramsci, 9",96016,095-7836532,Siracusa
LENTINI,Zuccarello Annunziata,U,"Via G. Garibaldi, 109",96016,095-905616,Siracusa
MELILLI,Caminito Luciano,U,"Piazza Rizzo, 4",96010,0931-951044,Siracusa
MELILLI - CITTA' GIARDINO,Formica Francesca,R,"Via Mascagni, 1",96010,0931-745360,Siracusa
MELILLI,Gentile Giuseppina,U,"Via Iblea, 83",96010,0931-951156,Siracusa
NOTO,Alessandrello Maria,U,"Via Principe Umberto, 16",96017,0931-894055,Siracusa
NOTO,Costa Corrado,U,"Via G. Garibaldi, 41",96017,0931-891505,Siracusa
NOTO,Malfa Claudia,U,"Corso Vittorio Emanuele, 55",96017,0931-835473,Siracusa
NOTO,Crapanzano Gioacchino,U,"Corso Vittorio Emanuele, 161",96017,0931-835475,Siracusa
NOTO,Rubino di Lanteri S. & C. SNC,U,"Via Ducezio, 49",96017,0931-835020,Siracusa
NOTO,Vindigni Dr. Cavarra Livia,U,"Corso Vittorio Emanuele, 113/117",96017,0931-835016,Siracusa
NOTO,Vinci Emanuele,U,"Piazza S. Bolivar, 24",96017,0931-835474,Siracusa
NOTO MARINA,Valvo Vincenzo,R,"Piazza della Colonia, 10 C.da Guardiola",96017,0931-812028,Siracusa
PACHINO,Caja Carmela,U,"Via Cialdini, 9",96018,0931-846145,Siracusa
PACHINO,Moncada Eleonora SNC,U,"Via Garrano, 3",96018,0931-846083,Siracusa
PACHINO,Novello Giuseppe & Fabio S.N.C.,U,"Via N. Costa, 105",96018,0931-846627,Siracusa
PACHINO,Tafuri F. & C. S.N.C.,U,"Piazza Vittorio Emanuele, 27",96018,0931-846085,Siracusa
PACHINO,Grillo Maria Rosaria,U,"Via Aldo Moro, 84/B",96018,0931-842244,Siracusa
PALAZZOLO ACREIDE,Bongiorno Giuseppe,U,"Piazza del Popolo, 15",96010,0931-881517,Siracusa
PALAZZOLO ACREIDE,Furnari & C. S.N.C.,U,"Corso Vittorio Emanuele, 24",96010,0931-882434,Siracusa
PALAZZOLO ACREIDE,Lombardo - Antica Farmacia,U,"Via G. Garibaldi, 130",96010,0931-882198,Siracusa
PEDAGAGGI,Farinato Francesco,R,"Via Principe Emanuele, 52",96010,0931-995288,Siracusa
PORTOPALO,Lentini Francesco,R,"Via Vittorio Emanuele, 93",96010,0931-842244,Siracusa
PRIOLO,Di Vincenzo Elena & R. S.N.C.,U,"Via Palestro, 182",96010,0931-769250,Siracusa
PRIOLO,Giuliano/Moriana S.N.C.,U,"Via Angelo Custode, 26",96010,0931-769260,Siracusa
PRIOLO,Vitale Carmelo & Figli S.N.C.,U,"Via Mostringiano, 11",96010,0931-760755,Siracusa
ROSOLINI,Cataudella Corrado,U,"Via Sipione, 37",96019,0931-856389,Siracusa
ROSOLINI,Farmacia San Luigi SNC,U,"Via Manzoni, 96",96019,0931-857322,Siracusa
ROSOLINI,Guastella Giuseppe,U,"Via Sipione, 86",96019,0931-855600,Siracusa
ROSOLINI,Sacro Cuore S.R.L.,U,"Via Manzoni, 150",96019,0931-857523,Siracusa
ROSOLINI,Farmacia Campisi D.,U,"Via Roma, 25",96019,0931-859773,Siracusa
SIRACUSA,Agosta Marilena & C. S.N.C.,U,"Via Archia, 32/34",96100,0931-66164,Siracusa
SIRACUSA,Bongiovanni Elena,U,"Viale Teracati, 106/A",96100,0931-413884,Siracusa
SIRACUSA,Caruso di Caruso Salvatore,U,"Via Necropoli Grotticelle, 25",96100,0931-414853,Siracusa
SIRACUSA,Cataldi Corrado,U,"Viale Teocrito, 114",96100,0931-60921,Siracusa
SIRACUSA,Tripolino Salvatore SAS,U,"Via Algeri, 65-69",96100,0931-784086,Siracusa
SIRACUSA,Favara Francesco,U,"Viale Scala Greca, 399",96100,0931-757060,Siracusa
SIRACUSA,Favata D. - Gioia L. S.N.C.,U,"Via Misterbianco, 11",96100,0931-754861,Siracusa
SIRACUSA,Fichera Paola,U,"Corso Gelone, 91",96100,0931-66598,Siracusa
SIRACUSA,Antica Farmacia Ortigia,U,"Via Roma, 81",96100,0931-65760,Siracusa
SIRACUSA,Grottasanta,U,"Via Grottasanta, 69",96100,0931-37245,Siracusa
SIRACUSA,Guccione Giuseppe,U,"Via S. Ferrero, 26",96100,0931-703911,Siracusa
SIRACUSA,Lo Bello Massimo,U,"Viale Regina Margherita, 16",96100,0931-65001,Siracusa
SIRACUSA,Lupo Franca di Dott. Di Luca C.,U,"Viale Teocrito, 31",96100,0931-67700,Siracusa
SIRACUSA,Mangiafico Serafina,U,"Corso Matteotti, 53",96100,0931-65643,Siracusa
SIRACUSA,Martin Giuseppe & Cristina S.N.C.,U,"Viale Zecchino, 199",96100,0931-782403,Siracusa
SIRACUSA,Nigro Maria,U,"Viale Scala Greca, 311",96100,0931-754588,Siracusa
SIRACUSA,Pappalardo Agatino,U,"Viale Epipoli, 180/B",96100,0931-740513,Siracusa
SIRACUSA,Paravizzini Carlo & Seb. S.N.C.,U,"Via Piave, 57/59",96100,0931-69910,Siracusa
SIRACUSA,Piazza Tiziana,U,"Viale Tica, 56",96100,0931-36800,Siracusa
SIRACUSA,Eredi Poidomani Leonardo,U,"Corso Gelone, 1/5",96100,0931-66428,Siracusa
SIRACUSA,Del Viale Dr. Riccobono & C.,U,"Viale dei Comuni, 32",96100,0931-754811,Siracusa
SIRACUSA,Rizzo R.M. & G. S.N.C.,U,"Viale Panagia, 204",96100,0931-758044,Siracusa
SIRACUSA,Scacco F. & M. S.N.C.,U,"Piazza Euripide, 4/5",96100,0931-60433,Siracusa
SIRACUSA,Terranova Flavia,U,"Via Maestranza, 42",96100,0931-65320,Siracusa
SIRACUSA,Farmacia Tisia S.A.S.,U,"Via Tisia, 52/56",96100,0931-33020,Siracusa
SIRACUSA,Turco Angela,U,"Via S. Monteforte, 11",96100,0931-701933,Siracusa
SIRACUSA,Valvo G. & V. S.N.C.,U,"Largo XXV Luglio, 6",96100,0931-67670,Siracusa
SIRACUSA,Finocchiaro Pietro,U,"Viale S. Panagia, 92/94",96010,0931-750042,Siracusa
SIRACUSA,Riggio Pietro,U,"Via Cannizzo, 14",96010,0931-705418,Siracusa
SOLARINO,Mangiafico Vincenzo,U,"Piazza Plebiscito, 1",96010,0931-921778,Siracusa
SOLARINO,Campisi Salvatore,U,"Via Cavour, 32",96010,0931-923307,Siracusa
SORTINO,Nicosia Salvatore & F. S.N.C.,U,"Piazza Maria Iosè, 9",96010,0931-952174,Siracusa
SORTINO,Mangiafico Paolo,U,"Corso Umberto, 113",96010,0931-952549,Siracusa
SORTINO,Rizzo Sebastiano,U,"Corso Umberto, 71",96010,0931-952012,Siracusa
VILLASMUNDO,Nigro Giovanna,R,"Via Vittorio Emanuele, 68",96010,0931-959129,Siracusa
ALCAMO,Asta Stefano,U,"Via delle Magnolie, 4",91011,0934-21367,Trapani
ALCAMO,Bambina Andrea & Maurizio S.N.C.,U,"Corso 6 Aprile, 411",91011,0924-21741,Trapani
ALCAMO,Benenati Vincenzo,U,"Piazza della Repubblica, 51",91011,0924-21525,Trapani
ALCAMO,Buscemi SNC di Gaspare e Barbara,U,"Viale Europa, 107",91011,0924-23344,Trapani
ALCAMO,Di Lorenzo Franco Ernesto,U,"Corso 6 Aprile, 113",91011,0924-22223,Trapani
ALCAMO,Di Giorgio della Dr.ssa Fundarò Dalia,U,"Corso 6 Aprile, 180",91011,0924-21027,Trapani
ALCAMO,Fazio Giuseppe,U,"Via Giovanni Amendola, 20",91011,0924-21084,Trapani
ALCAMO,Giorlando Francesca,U,"Via F. Crispi, 85",91011,0924-21221,Trapani
ALCAMO,Lamia Antonina & C. S.N.C.,U,"Via Ugo Foscolo, 95/A",91011,0924-26056,Trapani
ALCAMO,Pellegrino Antonio,U,"Corso 6 Aprile, 118",91011,0924-21045,Trapani
ALCAMO,Rodriguez Vincenzo Fabio,U,"Corso 6 Aprile, 66",91011,0924-21582,Trapani
BUSETO PALIZZOLO,Agueci Gaetana,RS,"Via Pietro Randazzo Sindaco, 1",91012,0923-851024,Trapani
CALATAFIMI,Autuori Paolo e C. S.N.C.,U,"Via Raffaello, 14",91013,0924-951184,Trapani
CALATAFIMI,D'Angelo dell Dr.ssa Navarra S.,U,"Via Vittorio Emanuele, 55",91013,0924-951092,Trapani
CALATAFIMI,Gallo Antonino,U,"Via Avv. Giovanni Gallo, 1",91013,0924-951178,Trapani
CAMPOBELLO DI MAZARA,Pace Gerlando & Figli SNC,U,"Via Vittorio Emanuele III, 8",91021,0924-47173,Trapani
CAMPOBELLO DI MAZARA,Parisi Domenica,U,"Via Cavour, 45",91021,0924-47222,Trapani
CAMPOBELLO DI MAZARA,Tummarello Francesca,U,"Via Umberto I, 63",91021,0924-48238,Trapani
CASTELLAMMARE DEL GOLFO,Anania Giuseppina,U,"Via G. Garibaldi, 129",91014,0924-31115,Trapani
CASTELLAMMARE DEL GOLFO,Bologna Giuseppina,U,"Via G. Garibaldi, 210",91014,0924-31168,Trapani
CASTELLAMMARE DEL GOLFO,Fanara Salvatore,U,"Via Giuseppe Verdi, 28",91014,0924-33343,Trapani
CASTELLAMMARE DEL GOLFO,Messana Miriam,U,"Via Umberto I, 22",91014,0924-31162,Trapani
CASTELVETRANO,Cardella Dorotea,U,"Via Milazzo, 80",91022,0924-45330,Trapani
CASTELVETRANO,Di Prima del Dr. Giorgio Amabile SNC,U,"Via Vittorio Emanuele, 14",91022,0924-902113,Trapani
CASTELVETRANO,Ferracane Mariangela,U,"Via Vittorio Emanuele, 37",91022,0924-902388,Trapani
CASTELVETRANO,Gagliano Rosaria,U,"Piazza Umberto I, 12",91022,0924-902785,Trapani
CASTELVETRANO,Giardina Nicolò,U,"Via Mannone Frà Serafino, 20",91022,0924-902512,Trapani
CASTELVETRANO,Ingrassia Daniela,U,"Viale Roma, 129",91022,0924-81833,Trapani
CASTELVETRANO,Scarpinati Pietro,U,"Via G. Garibaldi, 156",91022,0924-902346,Trapani
CASTELVETRANO,Rizzuto Stefano & C. S.N.C.,U,"Piazza Giuseppe Garibaldi, 14",91022,0924-902480,Trapani
CCASTELVETRANO-MARINELLA DI SELIN.,Gangitano Salvatore,U,"Via Caboto, 90",91022,,Trapani
CASTELVETRANO,Spinelli Sandro,U,"Via Vittorio Emanuele, 175",91022,0924-45597,Trapani
CUSTONACI,Battiata Antonio Ernesto & C. S.N.C.,R,"Via Roma, 30",91015,0923-971029,Trapani
ERICE,Di Rando Francesca,U,"Via Cordici, 13",91010,0923-869097,Trapani
ERICE,Vaccaro Concetta e Lucia S.N.C.,U,"Via Madonna di Fatima, 214",91010,0923-563542,Trapani
ERICE-BALLATA,Spadaro Giovanni,RS,"Via C. Rosselli, 166",91010,0923-575096,Trapani
ERICE-NAPOLA,Sergio della Dr.ssa Sergio Floriana,RS,"Via Milano, 225",91010,0923-524176,Trapani
ERICE-CASA SANTA,Aiuto Garsia Fabio,U,"Via Sicilia, 2",91100,0923-562644,Trapani
ERICE-CASA SANTA,Bevilacqua Giuseppe & C.,U,"Via Guglielmo Marconi, 459",91100,0923-539951,Trapani
ERICE-CASA SANTA,Di Via Giuseppe & C. S.N.C.,U,"Via Guglielmo Marconi, 19",91100,0923-539188,Trapani
ERICE-CASA SANTA,Venza SNC,U,"Via Cosenza, 133",91100,0923-563438,Trapani
FAVIGNANA,Abramo Giuseppe,R,"Piazza Europa, 41",91023,0923-921666,Trapani
FAVIGNANA,Barone Ilaria,R,"Piazza Matrice, 72",91023,0923-921265,Trapani
FAVIGNANA-MARETTIMO,Pandolfo Ignazio Ettore,RS,"Piazza Municipio, 20",91010,0923-923024,Trapani
