PERIODO,TERRITORIO,PATOLOGIA,MASCHI,FEMMINE
2009-2017,81010,Accidenti di trasporto,2,0
2009-2017,81010,Cadute accidentali,7,6
2009-2017,81010,Suicidio e autolesione intenzionale,1,0
2009-2017,81010,"Omicidio, aggressione",1,0
2009-2017,81010,Eventi di intento indeterminato,2,0
2009-2017,81011,Malattie infettive e parassitarie,16,11
2009-2017,81011,Tubercolosi,3,1
2009-2017,81011,Epatite virale,3,1
2009-2017,81011,Tumore,1177,837
2009-2017,81011,Tumori maligni,1141,796
2009-2017,81011,"Tumori maligni delle labbra, cavità orale e faringe",24,9
2009-2017,81011,Tumori maligni dell'esofago,10,3
2009-2017,81011,Tumori maligni dello stomaco,51,30
2009-2017,81011,Tumori maligni del colon,106,107
2009-2017,81011,Tumori maligni del retto e dell'ano,21,20
2009-2017,81011,Tumori maligni del fegato e dei dotti biliari intraepatici,62,35
2009-2017,81011,Tumori maligni del pancreas,74,58
2009-2017,81011,Tumori maligni della laringe e della trachea/bronchi/polm.,326,78
2009-2017,81011,Tumori maligni della cute,18,8
2009-2017,81011,Tumori maligni del seno,4,142
2009-2017,81011,Tumori maligni della cervice uterina,0,4
2009-2017,81011,Tumori maligni di altre parti dell'utero,0,34
2009-2017,81011,Tumori maligni dell'ovaio,0,37
2009-2017,81011,Tumori maligni della prostata,98,0
2009-2017,81011,Tumori maligni del rene,29,10
2009-2017,81011,Tumori maligni della vescica,72,8
2009-2017,81011,Tumori maligni del tessuto linfatico/ematopoietico,107,95
2009-2017,81011,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,18,23
2009-2017,81011,"Malattie endocrine, nutrizionali e metaboliche",191,255
2009-2017,81011,Diabete mellito,175,236
2009-2017,81011,Disturbi psichici e comportamentali,111,233
2009-2017,81011,"Dipendenza da droghe, tossicomania",1,0
2009-2017,81011,Malattie del sistema nervoso e degli organi di senso,101,116
2009-2017,81011,Meningite (diverso da 03),2,2
2009-2017,81011,Malattie del sistema circolatorio,1553,1884
2009-2017,81011,Malattie ischemiche del cuore,480,379
2009-2017,81011,Altre malattie del cuore,222,269
2009-2017,81011,Malattie cerebrovascolari,509,731
2009-2017,81011,Malattie del sistema respiratorio,288,152
2009-2017,81011,Influenza,0,2
2009-2017,81011,Polmonite,37,42
2009-2017,81011,Malattie croniche delle basse vie respiratorie,194,70
2009-2017,81011,Asma,3,2
2009-2017,81011,Malattie dell'apparato digerente,123,130
2009-2017,81011,"Ulcera dello stomaco, duodeno e digiuno",4,5
2009-2017,81011,Malattie epatiche croniche,60,56
2009-2017,81011,Malattie della pelle e del tessuto sottocutaneo,0,3
2009-2017,81011,Malattie del sistema osteomuscolare e del tessuto connettivo,4,19
2009-2017,81011,Artrite reumatoide e osteoartrite,2,7
2009-2017,81011,Malattie del sistema genitourinario,115,108
2009-2017,81011,Malattie del rene e dell'uretere,107,104
2009-2017,81011,Alcune condizioni che hanno origine nel periodo perinatale,9,3
2009-2017,81011,Malformazioni congenite e anormalità cromosomiche,11,9
2009-2017,81011,Malformazioni congenite del sistema nervoso,2,2
2009-2017,81011,Malformazioni congenite del sistema circolatorio,4,4
2009-2017,81011,"Sintomi, segni, risultati anomali e cause mal definite",22,24
2009-2017,81011,Cause sconosciute e non specificate,0,1
2009-2017,81011,Cause esterne di traumatismo e avvelenamento,182,122
2009-2017,81011,Accidenti,130,104
2009-2017,81011,Accidenti di trasporto,39,5
2009-2017,81011,Cadute accidentali,51,81
2009-2017,81011,Avvelenamento accidentale,3,1
2009-2017,81011,Suicidio e autolesione intenzionale,40,10
2009-2017,81011,"Omicidio, aggressione",3,0
2009-2017,81011,Eventi di intento indeterminato,9,7
2009-2017,81012,Malattie infettive e parassitarie,5,2
2009-2017,81012,Epatite virale,1,0
2009-2017,81012,Tumore,696,448
2009-2017,81012,Tumori maligni,680,430
2009-2017,81012,"Tumori maligni delle labbra, cavità orale e faringe",11,3
2009-2017,81012,Tumori maligni dell'esofago,3,2
2009-2017,81012,Tumori maligni dello stomaco,40,14
2009-2017,81012,Tumori maligni del colon,46,41
2009-2017,81012,Tumori maligni del retto e dell'ano,18,7
2009-2017,81012,Tumori maligni del fegato e dei dotti biliari intraepatici,42,28
2009-2017,81012,Tumori maligni del pancreas,33,39
2009-2017,81012,Tumori maligni della laringe e della trachea/bronchi/polm.,214,44
2009-2017,81012,Tumori maligni della cute,6,2
2009-2017,81012,Tumori maligni del seno,2,83
2009-2017,81012,Tumori maligni della cervice uterina,0,3
2009-2017,81012,Tumori maligni di altre parti dell'utero,0,27
2009-2017,81012,Tumori maligni dell'ovaio,0,17
2009-2017,81012,Tumori maligni della prostata,65,0
2009-2017,81012,Tumori maligni del rene,18,7
2009-2017,81012,Tumori maligni della vescica,47,4
2009-2017,81012,Tumori maligni del tessuto linfatico/ematopoietico,55,43
2009-2017,81012,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,13,17
2009-2017,81012,"Malattie endocrine, nutrizionali e metaboliche",94,107
2009-2017,81012,Diabete mellito,85,97
2009-2017,81012,Disturbi psichici e comportamentali,68,125
2009-2017,81012,Abuso di alcool (compresa psicosi alcolica),2,0
2009-2017,81012,"Dipendenza da droghe, tossicomania",2,0
2009-2017,81012,Malattie del sistema nervoso e degli organi di senso,61,85
2009-2017,81012,Meningite (diverso da 03),0,1
2009-2017,81012,Malattie del sistema circolatorio,721,839
2009-2017,81012,Malattie ischemiche del cuore,206,161
2009-2017,81012,Altre malattie del cuore,141,127
2009-2017,81012,Malattie cerebrovascolari,236,303
2009-2017,81012,Malattie del sistema respiratorio,158,75
2009-2017,81012,Polmonite,18,16
2009-2017,81012,Malattie croniche delle basse vie respiratorie,103,33
2009-2017,81012,Asma,3,0
2009-2017,81012,Malattie dell'apparato digerente,79,69
2009-2017,81012,"Ulcera dello stomaco, duodeno e digiuno",4,2
2009-2017,81012,Malattie epatiche croniche,30,27
2009-2017,81012,Malattie della pelle e del tessuto sottocutaneo,0,2
2009-2017,81012,Malattie del sistema osteomuscolare e del tessuto connettivo,1,14
2009-2017,81012,Artrite reumatoide e osteoartrite,0,6
2009-2017,81012,Malattie del sistema genitourinario,54,46
2009-2017,81012,Malattie del rene e dell'uretere,52,46
2009-2017,81012,Alcune condizioni che hanno origine nel periodo perinatale,8,4
2009-2017,81012,Malformazioni congenite e anormalità cromosomiche,4,7
2009-2017,81012,Malformazioni congenite del sistema nervoso,1,2
2009-2017,81012,Malformazioni congenite del sistema circolatorio,1,2
2009-2017,81012,"Sintomi, segni, risultati anomali e cause mal definite",29,26
2009-2017,81012,Cause esterne di traumatismo e avvelenamento,105,63
2009-2017,81012,Accidenti,75,58
2009-2017,81012,Accidenti di trasporto,29,6
2009-2017,81012,Cadute accidentali,26,37
2009-2017,81012,Suicidio e autolesione intenzionale,16,2
2009-2017,81012,"Omicidio, aggressione",2,0
2009-2017,81012,Eventi di intento indeterminato,11,2
2009-2017,81013,Malattie infettive e parassitarie,6,3
2009-2017,81013,Tubercolosi,1,0
2009-2017,81013,Epatite virale,1,0
2009-2017,81013,Tumore,163,107
2009-2017,81013,Tumori maligni,156,105
2009-2017,81013,"Tumori maligni delle labbra, cavità orale e faringe",2,2
2009-2017,81013,Tumori maligni dell'esofago,3,0
2009-2017,81013,Tumori maligni dello stomaco,8,2
2009-2017,81013,Tumori maligni del colon,17,11
2009-2017,81013,Tumori maligni del retto e dell'ano,9,2
2009-2017,81013,Tumori maligni del fegato e dei dotti biliari intraepatici,5,6
2009-2017,81013,Tumori maligni del pancreas,11,4
2009-2017,81013,Tumori maligni della laringe e della trachea/bronchi/polm.,36,9
2009-2017,81013,Tumori maligni della cute,4,0
2009-2017,81013,Tumori maligni del seno,0,21
2009-2017,81013,Tumori maligni di altre parti dell'utero,0,9
2009-2017,81013,Tumori maligni dell'ovaio,0,4
2009-2017,81013,Tumori maligni della prostata,11,0
2009-2017,81013,Tumori maligni del rene,3,4
2009-2017,81013,Tumori maligni della vescica,14,0
2009-2017,81013,Tumori maligni del tessuto linfatico/ematopoietico,14,15
2009-2017,81013,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,5,6
2009-2017,81013,"Malattie endocrine, nutrizionali e metaboliche",33,35
2009-2017,81013,Diabete mellito,28,31
2009-2017,81013,Disturbi psichici e comportamentali,23,41
2009-2017,81013,Abuso di alcool (compresa psicosi alcolica),1,0
2009-2017,81013,Malattie del sistema nervoso e degli organi di senso,14,23
2009-2017,81013,Malattie del sistema circolatorio,212,271
2009-2017,81013,Malattie ischemiche del cuore,76,69
2009-2017,81013,Altre malattie del cuore,23,24
2009-2017,81013,Malattie cerebrovascolari,62,116
2009-2017,81013,Malattie del sistema respiratorio,29,21
2009-2017,81013,Polmonite,2,3
2009-2017,81013,Malattie croniche delle basse vie respiratorie,16,8
2009-2017,81013,Malattie dell'apparato digerente,15,13
2009-2017,81013,"Ulcera dello stomaco, duodeno e digiuno",0,1
2009-2017,81013,Malattie epatiche croniche,7,4
2009-2017,81013,Malattie del sistema osteomuscolare e del tessuto connettivo,2,2
2009-2017,81013,Artrite reumatoide e osteoartrite,1,1
2009-2017,81013,Malattie del sistema genitourinario,11,13
2009-2017,81013,Malattie del rene e dell'uretere,10,13
2009-2017,81013,Alcune condizioni che hanno origine nel periodo perinatale,1,1
2009-2017,81013,Malformazioni congenite e anormalità cromosomiche,0,1
2009-2017,81013,"Sintomi, segni, risultati anomali e cause mal definite",7,9
2009-2017,81013,Cause esterne di traumatismo e avvelenamento,25,17
2009-2017,81013,Accidenti,15,13
2009-2017,81013,Accidenti di trasporto,5,2
2009-2017,81013,Cadute accidentali,5,10
2009-2017,81013,Suicidio e autolesione intenzionale,5,1
2009-2017,81013,"Omicidio, aggressione",2,0
2009-2017,81013,Eventi di intento indeterminato,3,3
2009-2017,81014,Malattie infettive e parassitarie,0,2
2009-2017,81014,Infezione meningococcica,0,2
2009-2017,81014,Tumore,109,79
2009-2017,81014,Tumori maligni,105,77
2009-2017,81014,"Tumori maligni delle labbra, cavità orale e faringe",2,0
2009-2017,81014,Tumori maligni dell'esofago,1,1
2009-2017,81014,Tumori maligni dello stomaco,6,3
2009-2017,81014,Tumori maligni del colon,6,10
2009-2017,81014,Tumori maligni del retto e dell'ano,7,0
2009-2017,81014,Tumori maligni del fegato e dei dotti biliari intraepatici,4,1
2009-2017,81014,Tumori maligni del pancreas,3,5
2009-2017,81014,Tumori maligni della laringe e della trachea/bronchi/polm.,29,8
2009-2017,81014,Tumori maligni della cute,2,3
2009-2017,81014,Tumori maligni del seno,1,8
2009-2017,81014,Tumori maligni della cervice uterina,0,1
2009-2017,81014,Tumori maligni di altre parti dell'utero,0,5
2009-2017,81014,Tumori maligni dell'ovaio,0,1
2009-2017,81014,Tumori maligni della prostata,11,0
2009-2017,81014,Tumori maligni del rene,1,3
2009-2017,81014,Tumori maligni della vescica,7,2
2009-2017,81014,Tumori maligni del tessuto linfatico/ematopoietico,9,8
2009-2017,81014,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,3,0
2009-2017,81014,"Malattie endocrine, nutrizionali e metaboliche",20,26
2009-2017,81014,Diabete mellito,20,25
2009-2017,81014,Disturbi psichici e comportamentali,10,9
2009-2017,81014,Abuso di alcool (compresa psicosi alcolica),1,0
2009-2017,81014,Malattie del sistema nervoso e degli organi di senso,7,14
2009-2017,81014,Malattie del sistema circolatorio,161,207
2009-2017,81014,Malattie ischemiche del cuore,35,32
2009-2017,81014,Altre malattie del cuore,37,43
2009-2017,81014,Malattie cerebrovascolari,60,91
2009-2017,81014,Malattie del sistema respiratorio,38,23
2009-2017,81014,Polmonite,5,3
2009-2017,81014,Malattie croniche delle basse vie respiratorie,23,9
2009-2017,81014,Malattie dell'apparato digerente,20,16
2009-2017,81014,Malattie epatiche croniche,9,3
2009-2017,81014,Malattie della pelle e del tessuto sottocutaneo,1,0
2009-2017,81014,Malattie del sistema osteomuscolare e del tessuto connettivo,0,3
2009-2017,81014,Artrite reumatoide e osteoartrite,0,1
2009-2017,81014,Malattie del sistema genitourinario,14,8
2009-2017,81014,Malattie del rene e dell'uretere,14,7
2009-2017,81014,Alcune condizioni che hanno origine nel periodo perinatale,2,3
2009-2017,81014,Malformazioni congenite e anormalità cromosomiche,0,2
2009-2017,81014,Malformazioni congenite del sistema circolatorio,0,2
2009-2017,81014,"Sintomi, segni, risultati anomali e cause mal definite",1,1
2009-2017,81014,Cause esterne di traumatismo e avvelenamento,17,10
2009-2017,81014,Accidenti,11,7
2009-2017,81014,Accidenti di trasporto,5,0
2009-2017,81014,Cadute accidentali,3,6
2009-2017,81014,Suicidio e autolesione intenzionale,3,2
2009-2017,81014,Eventi di intento indeterminato,3,1
2009-2017,81015,Malattie infettive e parassitarie,1,0
2009-2017,81015,Tubercolosi,1,0
2009-2017,81015,Tumore,168,102
2009-2017,81015,Tumori maligni,166,100
2009-2017,81015,"Tumori maligni delle labbra, cavità orale e faringe",4,3
2009-2017,81015,Tumori maligni dell'esofago,0,1
2009-2017,81015,Tumori maligni dello stomaco,7,10
2009-2017,81015,Tumori maligni del colon,17,11
2009-2017,81015,Tumori maligni del retto e dell'ano,5,3
2009-2017,81015,Tumori maligni del fegato e dei dotti biliari intraepatici,10,3
2009-2017,81015,Tumori maligni del pancreas,5,6
2009-2017,81015,Tumori maligni della laringe e della trachea/bronchi/polm.,44,10
2009-2017,81015,Tumori maligni del seno,2,18
2009-2017,81015,Tumori maligni di altre parti dell'utero,0,4
2009-2017,81015,Tumori maligni dell'ovaio,0,5
2009-2017,81015,Tumori maligni della prostata,18,0
2009-2017,81015,Tumori maligni del rene,1,2
2009-2017,81015,Tumori maligni della vescica,18,4
2009-2017,81015,Tumori maligni del tessuto linfatico/ematopoietico,12,6
2009-2017,81015,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,3,2
2009-2017,81015,"Malattie endocrine, nutrizionali e metaboliche",26,49
2009-2017,81015,Diabete mellito,22,45
2009-2017,81015,Disturbi psichici e comportamentali,12,22
2009-2017,81015,Malattie del sistema nervoso e degli organi di senso,30,26
2009-2017,81015,Malattie del sistema circolatorio,235,283
2009-2017,81015,Malattie ischemiche del cuore,68,46
2009-2017,81015,Altre malattie del cuore,34,61
2009-2017,81015,Malattie cerebrovascolari,59,99
2009-2017,81015,Malattie del sistema respiratorio,31,25
2009-2017,81015,Polmonite,4,5
2009-2017,81015,Malattie croniche delle basse vie respiratorie,22,13
2009-2017,81015,Malattie dell'apparato digerente,29,22
2009-2017,81015,"Ulcera dello stomaco, duodeno e digiuno",0,3
2009-2017,81015,Malattie epatiche croniche,12,9
2009-2017,81015,Malattie del sistema osteomuscolare e del tessuto connettivo,3,7
2009-2017,81015,Artrite reumatoide e osteoartrite,2,4
2009-2017,81015,Malattie del sistema genitourinario,8,12
2009-2017,81015,Malattie del rene e dell'uretere,6,12
2009-2017,81015,Alcune condizioni che hanno origine nel periodo perinatale,2,2
2009-2017,81015,"Sintomi, segni, risultati anomali e cause mal definite",6,6
2009-2017,81015,Cause sconosciute e non specificate,1,0
2009-2017,81015,Cause esterne di traumatismo e avvelenamento,31,18
2009-2017,81015,Accidenti,19,14
2009-2017,81015,Accidenti di trasporto,9,1
2009-2017,81015,Cadute accidentali,5,11
2009-2017,81015,Avvelenamento accidentale,0,1
2009-2017,81015,Suicidio e autolesione intenzionale,11,2
2009-2017,81015,"Omicidio, aggressione",1,1
2009-2017,81015,Eventi di intento indeterminato,0,1
2009-2017,81016,Tumore,20,17
2009-2017,81016,Tumori maligni,19,17
2009-2017,81016,Tumori maligni dello stomaco,2,3
2009-2017,81016,Tumori maligni del colon,2,1
2009-2017,81016,Tumori maligni del fegato e dei dotti biliari intraepatici,1,0
2009-2017,81016,Tumori maligni del pancreas,2,3
2009-2017,81016,Tumori maligni della laringe e della trachea/bronchi/polm.,1,3
2009-2017,81016,Tumori maligni del seno,0,3
2009-2017,81016,Tumori maligni della prostata,4,0
2009-2017,81016,Tumori maligni del rene,0,1
2009-2017,81016,Tumori maligni della vescica,2,0
2009-2017,81016,Tumori maligni del tessuto linfatico/ematopoietico,1,1
2009-2017,81016,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,1,0
2009-2017,81016,"Malattie endocrine, nutrizionali e metaboliche",0,4
2009-2017,81016,Diabete mellito,0,4
2009-2017,81016,Disturbi psichici e comportamentali,3,12
2009-2017,81016,Malattie del sistema nervoso e degli organi di senso,2,2
2009-2017,81016,Malattie del sistema circolatorio,23,34
2009-2017,81016,Malattie ischemiche del cuore,6,7
2009-2017,81016,Altre malattie del cuore,8,12
2009-2017,81016,Malattie cerebrovascolari,7,9
2009-2017,81016,Malattie del sistema respiratorio,6,3
2009-2017,81016,Malattie croniche delle basse vie respiratorie,5,0
2009-2017,81016,Malattie dell'apparato digerente,3,4
2009-2017,81016,Malattie epatiche croniche,2,3
2009-2017,81016,Malattie del sistema genitourinario,3,2
2009-2017,81016,Malattie del rene e dell'uretere,3,2
2009-2017,81016,Cause esterne di traumatismo e avvelenamento,5,4
2009-2017,81016,Accidenti,2,3
2009-2017,81016,Cadute accidentali,0,3
2009-2017,81016,Suicidio e autolesione intenzionale,2,0
2009-2017,81016,Eventi di intento indeterminato,1,1
2009-2017,81017,Tumore,26,12
2009-2017,81017,Tumori maligni,25,12
2009-2017,81017,Tumori maligni dello stomaco,0,1
2009-2017,81017,Tumori maligni del colon,1,2
2009-2017,81017,Tumori maligni del fegato e dei dotti biliari intraepatici,1,0
2009-2017,81017,Tumori maligni del pancreas,3,1
